symbol,name,currency,exchange,country,type
DUFRY,Dufry AG Basel Namen,USD,OTC,United States,American Depositary Receipt
DUK,Duke Energy Corp,USD,NYSE,United States,Common Stock
DUK-A,Duke Energy Corp,USD,NYSE,United States,Preferred Stock
DUKB,Duke Energy Corp,USD,NYSE,United States,Exchange-traded Note
DUKE,Duke Royalty Ltd,GBP,LSE,United Kingdom,Common Stock
DUKEOFS,Duke Offshore Limited,INR,BSE,India,EQUITY
DUKEOFS,Duke Offshore Limited,INR,BSE,India,EQUITY
DUKH,Duke Energy Corp,USD,NYSE,United States,Exchange-traded Note
DUL,Alnylam Pharmaceuticals Inc,EUR,FSX,Germany,Common Stock
DUL,Alnylam Pharmaceuticals Inc,EUR,XETR,Germany,Common Stock
DUM,Ducommun Incorporated,EUR,FSX,Germany,Common
D.UN,Dream Office Real Estate Investment Trust,CAD,TSX,Canada,Real Estate Investment Trust (REIT)
DUNCANENG,Duncan Engineering Limited,INR,BSE,India,EQUITY
DUNI,Duni AB,SEK,OMX,Sweden,Common Stock
DUO,Fangdd Network Group Ltd,USD,NASDAQ,United States,Depositary Receipt
DUOT,Duos Technologies Group Inc,USD,NASDAQ,United States,Common Stock
DUR,Duke Realty Corporation,EUR,FSX,Germany,Common
DURC.B,Duroc AB,SEK,OMX,Sweden,Common Stock
DURDO,Duran Dogan Basim ve Ambalaj Sanayi A.S.,TRY,BIST,Turkey,Common
DUROPACK,Duropack Limited,INR,BSE,India,EQUITY
DUROPACK,Duropack Limited,INR,BSE,India,EQUITY
DUROPLY,DUROPLY INDUSTRIES LIMITED,INR,BSE,India,EQUITY
DUST,Dustin Group AB,SEK,OMX,Sweden,Common Stock
DUT,Moody''s Corp,EUR,FSX,Germany,Common Stock
DUTRON,Dutron Polymers Limited,INR,BSE,India,EQUITY
DUTRON,Dutron Polymers Limited,INR,BSE,India,EQUITY
DUUO,Duo World Inc.,USD,OTC,United States,Common Stock
DUVNF,Peruvian Metals Corp.,USD,OTC,United States,Common Stock
DV,Dolly Varden Silver Ltd,CAD,TSXV,Canada,Common Stock
DV6,Devoteam SA,EUR,FSX,Germany,Common
DVA,DaVita Inc,USD,NYSE,United States,Common Stock
DVAR,"Dovarri, Inc.",USD,OTC,United States,Common Stock
DVAX,Dynavax Technologies Corp,USD,NASDAQ,United States,Common Stock
DVD,Dover Motorsports Inc,USD,NYSE,United States,Common Stock
DVDCF,Davide Campari-Milano SPA,USD,OTC,United States,Common Stock
DVDCY,Davide Campari-Milano SPA,USD,OTC,United States,American Depositary Receipt
DVDR,Divide Drives Inc.,USD,OTC,United States,Common Stock
DVFI,"Diversified Oil & Gas Holdings, Ltd.",USD,OTC,United States,Common Stock
DVG,Divergent Energy Services Corp,CAD,TSXV,Canada,Common Stock
DVK,Derwent London Plc,EUR,FSX,Germany,Common
DVL,Alliance Pharma plc,EUR,FSX,Germany,Common
DVL,Dhunseri Ventures Limited,INR,BSE,India,EQUITY
DVL,Dhunseri Ventures Limited,INR,NSE,India,EQUITY
DVLN,"DVL, Inc.",USD,OTC,United States,Common Stock
DVLP,"Golden Developing Solutions, Inc.",USD,OTC,United States,Common Stock
DVLY,Deer Valley Corp.,USD,OTC,United States,Common Stock
DVN,Devon Energy Corp,USD,NYSE,United States,Common Stock
DVNGF,Devin Energy Corp.,USD,OTC,United States,Common Stock
DVO,Devro PLC,GBP,LSE,United Kingdom,Common Stock
DVR,Deveron UAS Corp,CAD,CNQ,Canada,Common Stock
DVRRF,DLV Res Ltd,USD,OTC,United States,Common Stock
DVSPF,Dividend 15 Split Corp.,USD,OTC,United States,Common Stock
DVT,Devoteam SA,EUR,Euronext,France,Common Stock
DVW1,Danaos Corporation,EUR,FSX,Germany,Common
DW1,"Resona Holdings, Inc.",EUR,FSX,Germany,Common
DW4,"CAI International, Inc.",EUR,FSX,Germany,Common
DWAHY,Daiwa House Industry Co. Ltd.,USD,OTC,United States,American Depositary Receipt
DWARKESH,Dwarikesh Sugar Industries Limited,INR,BSE,India,EQUITY
DWARKESH,Dwarikesh Sugar Industries Limited,INR,BSE,India,EQUITY
DWARKESH,Dwarikesh Sugar Industries Limited,INR,NSE,India,EQUITY
DWD,Morgan Stanley,EUR,XETR,Germany,Common Stock
DWD,Morgan Stanley,EUR,FSX,Germany,Common Stock
DWF,DWF Group plc,GBP,LSE,United Kingdom,Common Stock
DWH,Daiwa House Industry Co Ltd,EUR,FSX,Germany,Common Stock
DWIS,"Dinewise, Inc.",USD,OTC,United States,Common Stock
DWMNF,"Dowa Holdings Co., Ltd.",USD,OTC,United States,Common Stock
DWNI,Deutsche Wohnen SE,EUR,FSX,Germany,Common Stock
DWNI,Deutsche Wohnen SE,EUR,XETR,Germany,Common Stock
DWNP,Deutsche Wohnen SE,EUR,FSX,Germany,Common
DWOG,"Deep Well Oil & Gas, Inc.",USD,OTC,United States,Common Stock
DWRKF,Draegerwerk AG,USD,OTC,United States,Common Stock
DWS,DWS Group GmbH & Co KGaA,EUR,XETR,Germany,Common Stock
DWS,Diamond Estates Wines & Spirits Ltd,CAD,TSXV,Canada,Common Stock
DWS,DWS Group GmbH & Co KGaA,EUR,FSX,Germany,Common Stock
DWSN,Dawson Geophysical Co,USD,NASDAQ,United States,Common Stock
DX,Dynex Capital Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
DX7,"DXP Enterprises, Inc.",EUR,FSX,Germany,Common
DX-B,Dynex Capital Inc,USD,NYSE,United States,Preferred Stock
DXBRF,Dixie Brands Inc.,USD,OTC,United States,Common Stock
DXC,DXC Technology Co,USD,NYSE,United States,Common Stock
DXCM,DexCom Inc,USD,NASDAQ,United States,Common Stock
DXCPY,Dixons Carphone Plc,USD,OTC,United States,American Depositary Receipt
DXF,Dunxin Financial Holdings Ltd,USD,NYSE,United States,Depositary Receipt
DXI,DXI Energy Inc,CAD,TSX,Canada,Common Stock
DXIEF,DXI Energy Inc.,USD,OTC,United States,Common Stock
DXLG,Destination XL Group Inc,USD,NASDAQ,United States,Common Stock
DXPE,DXP Enterprises Inc-TX,USD,NASDAQ,United States,Common Stock
DXPPY,Dexus Property Group Stapled Security,USD,OTC,United States,American Depositary Receipt
DXR,Daxor Corp,USD,NYSE,United States,Common Stock
DXRX,Diaceutics Plc,GBP,LSE,United Kingdom,Common Stock
DXYN,Dixie Group Inc-The,USD,NASDAQ,United States,Common Stock
DY,Dycom Industries Inc,USD,NYSE,United States,Common Stock
DY2,DENTSPLY SIRONA Inc,EUR,FSX,Germany,Common Stock
DY6,Devon Energy Corp,EUR,FSX,Germany,Common Stock
DY8A,DouYu International Holdings Ltd,EUR,FSX,Germany,American Depositary Receipt
DYA,dynaCERT Inc,CAD,TSXV,Canada,Common Stock
DYAI,Dyadic International Inc,USD,NASDAQ,United States,Common Stock
DYCWF,"Dynasty Ceramic Public Co., Ltd.",USD,OTC,United States,Common Stock
DYF1,Dynavax Technologies Corp,EUR,FSX,Germany,Common Stock
DYFSF,Dynacert Inc,USD,OTC,United States,Common Stock
DYG,Dynasty Gold Corp,CAD,TSXV,Canada,Common Stock
DYH,Target Corp,EUR,FSX,Germany,Common Stock
DYH,Target Corp,EUR,XETR,Germany,Common Stock
DYI,Dycom Industries Inc,EUR,FSX,Germany,Common Stock
DYLLF,Deep Yellow Ltd.,USD,OTC,United States,Common Stock
DYMEF,Dionymed Brands Inc.,USD,OTC,United States,Common Stock
DYN,Dyne Therapeutics Inc,USD,NASDAQ,United States,Common Stock
